year,pct,ser_num,datestop,timestop,recstat,inout,trhsloc,perobs,crimsusp,perstop,typeofid,explnstp,othpers,arstmade,arstoffn,sumissue,sumoffen,compyear,comppct,offunif,officrid,frisked,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,forceuse,sex,race,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,city,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypCM,lineCM,detailCM
2013,83,1,1012013,1,A,O,P,1,FEL,3,V,Y,Y,Y,CPW,N, ,0,0,Y, ,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,83,83,Y,N, , , ,M,B, ,14,6,1,160,BK,BR,M, ,R, , ,STREET, , ,CENTRAL AVENUE,SCHAEFER STREET, ,BROOKLYN, , ,83,B, , ,1009558,190218,CM,1,20
2013,103,1,1012013,5,1,O,P,2,FELONY,5,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,103,103,N,N, , , ,M,Q, ,31,5,4,150,BR,BR,M, ,R, , ,STREET, , ,BRISBIN STREET,101 AVENUE, ,QUEENS, , ,103,F,9, ,1037397,192530,CM,1,46
2013,103,2,1012013,5,1,O,P,2,FELONY,5,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,103,103,N,N, , , ,M,Q, ,39,5,4,150,BR,BR,M, ,R, , ,STREET, , ,BRISBIN STREET,101 AVENUE, ,QUEENS, , ,103,F,9, ,1037397,192530,CM,1,46
2013,103,806,1012013,5,1,O,P,1,FELONY,3,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,103,103,Y,N, , , ,M,B, ,26,6,1,220,BR,BR,H, ,R, , ,STREET, , ,SUTPHIN BOULEVARD,SHORE AVENUE, ,QUEENS, , ,103,G,11, ,1039569,192098,CM,1,85
2013,107,29,1012013,5,A,O,P,1,BURGLARY,5,P,Y,N,N, ,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,107,107,Y,N,V,S, ,M,W, ,49,5,7,190,BR,BK,M, ,R, , ,STREET, , ,164 STREET,UNION TURNPIKE, ,QUEENS, , ,107,I, , ,1038433,202187,CM,1,14
2013,120,4,1012013,5,A,O,P,1,CPW,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,120,120,N,N, , , ,M,B, ,19,6,0,170,BK,BR,M, ,R, , ,STREET, , ,HENDERSON AVENUE,ELM STREET, ,STATEN IS, , ,120,J, , ,952683,171529,CM,1,20
2013,120,5,1012013,5,A,O,P,1,CPW,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,120,120,N,N, , , ,M,B, ,19,6,0,160,BK,BR,M, ,R, , ,STREET, , ,HENDERSON AVENUE,ELM STREET, ,STATEN IS, , ,120,J, , ,952683,171529,CM,1,20
2013,120,6,1012013,5,A,O,P,1,CPW,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,120,120,N,N, , , ,M,B, ,19,5,0,170,BK,BR,M, ,R, , ,STREET, , ,HENDERSON AVENUE,ELM STREET, ,STATEN IS, , ,120,J, , ,952683,171529,CM,1,20
2013,120,7,1012013,5,A,O,P,1,CPW,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,120,120,N,N, , , ,M,B, ,19,6,0,170,BK,BR,M, ,R, , ,STREET, , ,HENDERSON AVENUE,ELM STREET, ,STATEN IS, , ,120,J, , ,952683,171529,CM,1,20
2013,42,14,1012013,10,A,I,P,1,FEL,2,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,42,42,Y,N, , , ,Z,B, ,31,5,11,200,BK,BR,H, ,R, , ,LOBBY,1661,SOUTHERN BOULEVAR,BOSTON ROAD,EAST 173 STREET, ,BRONX, , ,42,D, , ,1015072,243855,CM,1,20
2013,79,4,1012013,12,A,O,P,2,CPW,2,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,79,79,Y,N, , , ,M,B, ,18,6,0,180,BK,BR,M, ,R, , ,STREET, , ,LEXINGTON AVENUE,NOSTRAND AVENUE, ,BROOKLYN, , ,79,I,10, ,997831,189816,CM,1,20
2013,32,4,1012013,15,A,O,P,2,FEL,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,32,32,N,N, , , ,F,B, ,21,5,4,120,BL,BR,T, ,R, , ,SIDEWALK, , ,8 AVENUE,WEST 149 STREET, ,MANHATTAN, , ,32,N,14, ,1000841,239991,CM,1,45
2013,114,134,1012013,15,1,I,T,2,ASSAULT,10,V,Y,Y,N, ,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,866,866,Y,N, , ,SF,M,U, ,16,5,8,130,BK,BR,T, ,R, , ,TRAIN, , ,41 AVENUE,21 STREET, ,QUEENS, , ,114,I, , ,1000200,213984,CM,1,9
2013,114,135,1012013,15,1,I,T,2,ASSAULT,10,V,Y,Y,N, ,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,866,866,Y,N, , ,SF,M,W, ,18,5,8,150,BK,BK,T, ,R, , ,TRAIN, , ,41 AVENUE,21 STREET, ,QUEENS, , ,114,I, , ,1000200,213984,CM,1,9
2013,110,201,1012013,16,A,O,P,1,CPW,5,P,Y,N,N, ,Y, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,110,110,Y,N, , , ,M,Q, ,24,5,10,180,BK,BR,M, ,R, , ,SIDEWALK,97-07,57 AVENUE,97 PLACE,97 STREET, ,QUEENS, , ,110,I, ,26,1021961,207891,CM,1,20
2013,43,3,1012013,18,1,I,P,2,FELONY,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,138,138,Y,N, , ,DS,M,B, ,45,5,9,190,BK,BR,M, ,R, , ,BUILDING,1410,WATSON AVENUE,BRONX RIVER AVENUE,BRONX RIV AVENUE, ,BRONX, , ,43,E, ,8,1016393,240052,CM,1,20
2013,43,4,1012013,18,1,I,P,1,FELONY,2,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,138,138,N,N, , ,DS,M,B, ,32,5,6,230,BK,BR,M, ,R, , ,BUILDING,1040,SOUND VIEW AVENUE,WATSON AVENUE,BRUCKNER BOULEVARD, ,BRONX, , ,43,F, , ,1019996,240194,CM,1,20
2013,43,5,1012013,18,1,I,P,1,FELONY,2,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,138,138,N,N, , ,DS,M,B, ,25,5,3,180,BK,BR,M, ,R, , ,RESIDENTIAL,1050,SOUND VIEW AVENUE,WATSON AVENUE,BRUCKNER BOULEVARD, ,BRONX, , ,43,F, , ,1019944,240257,CM,1,20
2013,42,9,1012013,20,A,O,P,1,FEL,5,V,Y,N,N, ,Y, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,42,42,Y,N, , , ,M,P, ,21,5,10,200,BK,BR,M, ,R, , ,STREET,975,UNION AVENUE,EAST 165 STREET,EAST 163 STREET, ,BRONX, , ,42,H, , ,1011484,239280,CM,1,20
2013,34,380,1012013,24,A,O,P,5,MISD,5,P,Y,Y,N, ,Y, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,34,34,N,N, , ,DS,M,Q, ,27,5,7,180,BR,BR,M, ,R, , ,SIDEWALK,129,POST AVENUE,WEST 207 STREET,WEST 204 STREET, ,MANHATTAN, , ,34,C,9,51,1006420,254292,CM,1,20
